run_id,parent_run_id,status,model,family,feature_set,hyperparams,seed,CRPS,pinball_P10,pinball_P50,pinball_P90,MAE,train_wall_clock_s,inference_wall_clock_s,fold,regime
1aa23bb7eb0447b1bf03551267ac40fe,ab16a471f095484182a4570d6638a56f,FINISHED,,,,,,13.470335599166413,2.9793078599544636,12.139450207969801,5.0867453308253525,24.278900415939603,191.67766754700278,0.3199198590009473,1,60min
a16e50412bf7476db4b94b908bb795de,ab16a471f095484182a4570d6638a56f,FINISHED,,,,,,15.29161612906554,7.281872480760273,11.527973701109637,4.127578011728402,23.055947402219275,126.00276134699743,0.3110662230028538,0,60min
ab16a471f095484182a4570d6638a56f,,FINISHED,tft,deep,full-features,{},42,,,,,,,,,
cdd6e146329641e9a8b84c00d4e82639,9c72354bfee246b39e79e63ba694cb4b,FINISHED,,,,,,10.486755783156061,1.2361272933664798,8.633957820422903,5.8600485609447075,17.267915640845807,15.010198607000348,0.01020045699988259,2,60min
ef491339a52745a2b98c9781566a6be8,9c72354bfee246b39e79e63ba694cb4b,FINISHED,,,,,,9.123533045824166,3.449804071094331,4.709558273504489,5.525937224137429,9.419116547008977,11.780498036001518,0.010434191000967985,1,60min
233085a235b54abab393636a8c48596b,9c72354bfee246b39e79e63ba694cb4b,FINISHED,,,,,,9.825292748469481,3.0632266398914765,7.924237473206783,3.7504750096059625,15.848474946413566,7.75196221099759,0.012055452996719396,0,60min
9c72354bfee246b39e79e63ba694cb4b,,FINISHED,nbeats,deep,price-only,{},42,,,,,,,,,
3deba59872074dff9ba66f49cf1ed6bc,95dcf84b756c45f299964ed55b81493d,FINISHED,,,,,,3.1067228753709686,0.8023372646437318,1.6092740169835456,2.248473031429176,3.218548033967091,0.6331076189999294,0.002173130000301171,2,60min
962892089d50476d942671a58ff5e4be,95dcf84b756c45f299964ed55b81493d,FINISHED,,,,,,12.396860853297865,2.532098356165839,8.184786358519068,7.878406565261891,16.369572717038135,0.5033733250020305,0.00217962299939245,1,60min
a4330b9ed63f4ffea186721a67cbf0f7,95dcf84b756c45f299964ed55b81493d,FINISHED,,,,,,10.069293108777787,1.9725364211461667,9.432591074365773,3.6988121676547423,18.865182148731545,0.4375045139968279,0.00238741800058051,0,60min
95dcf84b756c45f299964ed55b81493d,,FINISHED,catboost,gbdt,full-features,{},42,,,,,,,,,
184e4b0df5ee4d0d9581e47551475b0d,c2f74f253c4e4b40ad03737dccdd2be5,FINISHED,,,,,,6.392342224957214,0.5877969004139305,2.779228636423747,6.221487800598143,5.558457272847494,0.5994244619978417,0.0031233170011546463,2,60min
3b73b6b878914c6d824a1216b69761f3,c2f74f253c4e4b40ad03737dccdd2be5,FINISHED,,,,,,9.341885773340861,2.840790824890137,6.39285713036855,4.779180704752603,12.7857142607371,0.4696726110014424,0.003318246999697294,1,60min
d251a444424f4ac6be827113b1be12c8,c2f74f253c4e4b40ad03737dccdd2be5,FINISHED,,,,,,14.427840088208514,4.0743809825579325,9.749462938308715,7.817916211446124,19.49892587661743,0.43249813800139236,0.003528376000758726,0,60min
c2f74f253c4e4b40ad03737dccdd2be5,,FINISHED,xgboost,gbdt,full-features,{},42,,,,,,,,,
0e63a46d8b4e406e81faf277e3342b2c,c1fee0229101418d9d3548f561e7fae8,FINISHED,,,,,,4.320136739012445,0.9961936436403266,2.2030421108155775,3.2809693540627634,4.406084221631155,0.17480400599743007,0.0031390559997817036,2,60min
0d7016dae7f144dcba6674bb4a9b3b73,c1fee0229101418d9d3548f561e7fae8,FINISHED,,,,,,8.79203005935548,2.5228175916815165,7.280612608831665,3.384614888520039,14.56122521766333,0.13067418099672068,0.003413768998143496,1,60min
2cff785697eb4b838757b029306d7838,c1fee0229101418d9d3548f561e7fae8,FINISHED,,,,,,9.903169421863257,2.031393951595973,9.210664619854663,3.6126955613442497,18.421329239709326,0.1473564299994905,0.003457762999460101,0,60min
c1fee0229101418d9d3548f561e7fae8,,FINISHED,lgbm,gbdt,full-features,{},42,,,,,,,,,
ae7f911d39e84818baeb2967ea7c1231,5286cefdad0945939e218931ec4f22d3,FINISHED,,,,,,12.394732889928022,11.155259600935223,6.197366444964011,1.2394732889928022,12.394732889928022,1.562999386806041e-06,0.6475505509988579,2,60min
1346e2202e0547279c18d2d646e10130,5286cefdad0945939e218931ec4f22d3,FINISHED,,,,,,11.164561576356467,5.956395267670782,5.582280788178232,5.208166308685683,11.164561576356464,1.9940016500186175e-06,0.47502924999935203,1,60min
70977342ce0245cbb8d30b0ed8e96231,5286cefdad0945939e218931ec4f22d3,FINISHED,,,,,,27.713923005829,21.278085071934175,13.856961502914496,6.435837933894823,27.713923005828992,2.4749970179982483e-06,0.3503269180000643,0,60min
5286cefdad0945939e218931ec4f22d3,,FINISHED,lear,ml,price-only,{},42,,,,,,,,,
a1aa444fc1b94989b6510ae9c5e726f3,2d63ea5ec9664cb4b38a7a47b277d12f,FINISHED,,,,,,23.643728577619616,5.825486475565772,17.369619278725313,12.27048711213834,34.739238557450626,44.68602335700052,0.0030598460034525488,2,60min
c73525508c1d444098a859c17ec12184,2d63ea5ec9664cb4b38a7a47b277d12f,FINISHED,,,,,,25.091584795496903,12.794652234365723,17.92534100657608,6.917383952303555,35.85068201315216,35.748568580998835,0.0015229950004140846,1,60min
e2c87808de0f4d18b9df8e8653b01022,2d63ea5ec9664cb4b38a7a47b277d12f,FINISHED,,,,,,57.609954627749026,22.463421916276673,45.01889072338594,18.932619301960923,90.03778144677187,65.83957360199929,0.0014163020023261197,0,60min
2d63ea5ec9664cb4b38a7a47b277d12f,,FINISHED,ets,classical,price-only,{},42,,,,,,,,,
6df7ad236e5846df89df69e327421adc,ac3cc6f8a52e4531a56c727f04e05961,FINISHED,,,,,,5.810137196667964,3.0363815880070177,3.8390969981363745,1.8397272088585552,7.678193996272749,6.066295041000558,2.0227870429989707,2,60min
0d399439860d4ecea9266a6609e57142,ac3cc6f8a52e4531a56c727f04e05961,FINISHED,,,,,,26.442454975325244,6.519737530512022,19.57697969820767,13.566965234268173,39.15395939641534,4.572389568998915,2.208536677000666,1,60min
09a5c37ad9ac453089b1e9ed27df6775,ac3cc6f8a52e4531a56c727f04e05961,FINISHED,,,,,,18.8293673453329,5.109549281330006,13.635807783888852,9.498693952780497,27.271615567777705,3.73646171099972,1.5025122490005742,0,60min
ac3cc6f8a52e4531a56c727f04e05961,,FINISHED,sarima,classical,price-only,{},42,,,,,,,,,
