group,crps,loss
cross_border,8.827734495552024,1.155955755474964
weather,7.710327947086346,0.03854920700928588
hydro,7.849528699413731,0.17774995933667093
commodities,7.600010527373507,-0.07176821270355305
fx,7.866009555340701,0.19423081526364072
