model,cutoff,timestamp,crps
lgbm,2025-01-01,2025-01-01 21:00:00+00:00,5.709153568618544
lgbm,2025-01-01,2025-01-01 22:00:00+00:00,5.319752540442512
lgbm,2025-01-01,2025-01-01 23:00:00+00:00,3.8223102764952173
xgboost,2023-01-01,2023-01-01 00:00:00+00:00,16.441859804789225
xgboost,2023-01-01,2023-01-01 01:00:00+00:00,17.64638350168864
xgboost,2023-01-01,2023-01-01 02:00:00+00:00,17.656383501688637
xgboost,2023-01-01,2023-01-01 03:00:00+00:00,17.68638350168864
xgboost,2023-01-01,2023-01-01 04:00:00+00:00,17.656383501688637
xgboost,2023-01-01,2023-01-01 05:00:00+00:00,17.64638350168864
xgboost,2023-01-01,2023-01-01 06:00:00+00:00,17.4017481358846
xgboost,2023-01-01,2023-01-01 07:00:00+00:00,15.901748135884603
xgboost,2023-01-01,2023-01-01 08:00:00+00:00,14.8317481358846
xgboost,2023-01-01,2023-01-01 09:00:00+00:00,13.501748135884602
xgboost,2023-01-01,2023-01-01 10:00:00+00:00,11.871748135884602
xgboost,2023-01-01,2023-01-01 11:00:00+00:00,13.393305371602375
xgboost,2023-01-01,2023-01-01 12:00:00+00:00,13.773305371602376
xgboost,2023-01-01,2023-01-01 13:00:00+00:00,7.183904978434243
xgboost,2023-01-01,2023-01-01 14:00:00+00:00,6.145669059753416
xgboost,2023-01-01,2023-01-01 15:00:00+00:00,9.709690615336099
xgboost,2023-01-01,2023-01-01 16:00:00+00:00,12.873023948669433
xgboost,2023-01-01,2023-01-01 17:00:00+00:00,15.606357282002767
xgboost,2023-01-01,2023-01-01 18:00:00+00:00,16.76658384958903
xgboost,2023-01-01,2023-01-01 19:00:00+00:00,14.906583849589028
xgboost,2023-01-01,2023-01-01 20:00:00+00:00,13.783250516255697
xgboost,2023-01-01,2023-01-01 21:00:00+00:00,14.405281817118327
xgboost,2023-01-01,2023-01-01 22:00:00+00:00,10.921010398864745
xgboost,2023-01-01,2023-01-01 23:00:00+00:00,18.55767706553141
xgboost,2024-01-01,2024-01-01 00:00:00+00:00,6.30316436767578
xgboost,2024-01-01,2024-01-01 01:00:00+00:00,6.982702077229817
xgboost,2024-01-01,2024-01-01 02:00:00+00:00,7.436648406982421
xgboost,2024-01-01,2024-01-01 03:00:00+00:00,7.593315073649087
xgboost,2024-01-01,2024-01-01 04:00:00+00:00,8.519981740315755
xgboost,2024-01-01,2024-01-01 05:00:00+00:00,8.05664840698242
xgboost,2024-01-01,2024-01-01 06:00:00+00:00,7.652284800211588
xgboost,2024-01-01,2024-01-01 07:00:00+00:00,7.36176025390625
xgboost,2024-01-01,2024-01-01 08:00:00+00:00,5.262284800211588
xgboost,2024-01-01,2024-01-01 09:00:00+00:00,8.00156702677409
xgboost,2024-01-01,2024-01-01 10:00:00+00:00,8.724900360107421
xgboost,2024-01-01,2024-01-01 11:00:00+00:00,8.561567026774089
xgboost,2024-01-01,2024-01-01 12:00:00+00:00,8.984900360107419
xgboost,2024-01-01,2024-01-01 13:00:00+00:00,9.634900360107421
xgboost,2024-01-01,2024-01-01 14:00:00+00:00,10.982091573079428
xgboost,2024-01-01,2024-01-01 15:00:00+00:00,13.935424906412761
xgboost,2024-01-01,2024-01-01 16:00:00+00:00,15.77542490641276
xgboost,2024-01-01,2024-01-01 17:00:00+00:00,14.692091573079429
xgboost,2024-01-01,2024-01-01 18:00:00+00:00,12.868357950846354
xgboost,2024-01-01,2024-01-01 19:00:00+00:00,10.667841644287108
xgboost,2024-01-01,2024-01-01 20:00:00+00:00,9.737184829711913
xgboost,2024-01-01,2024-01-01 21:00:00+00:00,9.99442990620931
xgboost,2024-01-01,2024-01-01 22:00:00+00:00,8.580297088623047
xgboost,2024-01-01,2024-01-01 23:00:00+00:00,7.895489120483397
xgboost,2025-01-01,2025-01-01 00:00:00+00:00,6.235815073649088
xgboost,2025-01-01,2025-01-01 01:00:00+00:00,4.969426269531249
xgboost,2025-01-01,2025-01-01 02:00:00+00:00,5.1227596028645825
xgboost,2025-01-01,2025-01-01 03:00:00+00:00,5.186092936197915
xgboost,2025-01-01,2025-01-01 04:00:00+00:00,4.8670929976304365
xgboost,2025-01-01,2025-01-01 05:00:00+00:00,6.738574699958164
xgboost,2025-01-01,2025-01-01 06:00:00+00:00,8.413917110761005
xgboost,2025-01-01,2025-01-01 07:00:00+00:00,8.110833686192828
xgboost,2025-01-01,2025-01-01 08:00:00+00:00,8.685193468729654
xgboost,2025-01-01,2025-01-01 09:00:00+00:00,8.832192980448404
xgboost,2025-01-01,2025-01-01 10:00:00+00:00,7.607500352859496
xgboost,2025-01-01,2025-01-01 11:00:00+00:00,7.610583777427672
xgboost,2025-01-01,2025-01-01 12:00:00+00:00,7.590583777427672
xgboost,2025-01-01,2025-01-01 13:00:00+00:00,7.120039561589557
xgboost,2025-01-01,2025-01-01 14:00:00+00:00,7.389176063537597
xgboost,2025-01-01,2025-01-01 15:00:00+00:00,5.585589491526285
xgboost,2025-01-01,2025-01-01 16:00:00+00:00,4.964191598892211
xgboost,2025-01-01,2025-01-01 17:00:00+00:00,4.82079508781433
xgboost,2025-01-01,2025-01-01 18:00:00+00:00,5.875701379776
xgboost,2025-01-01,2025-01-01 19:00:00+00:00,6.394167019526162
xgboost,2025-01-01,2025-01-01 20:00:00+00:00,4.66069666981697
xgboost,2025-01-01,2025-01-01 21:00:00+00:00,6.286964622934659
xgboost,2025-01-01,2025-01-01 22:00:00+00:00,5.698898900349934
xgboost,2025-01-01,2025-01-01 23:00:00+00:00,4.649426269531249
catboost,2023-01-01,2023-01-01 00:00:00+00:00,6.937545065572535
catboost,2023-01-01,2023-01-01 01:00:00+00:00,7.739341925884413
catboost,2023-01-01,2023-01-01 02:00:00+00:00,7.743285032226914
catboost,2023-01-01,2023-01-01 03:00:00+00:00,7.885689683060202
catboost,2023-01-01,2023-01-01 04:00:00+00:00,8.132762656963315
catboost,2023-01-01,2023-01-01 05:00:00+00:00,8.355021437148581
catboost,2023-01-01,2023-01-01 06:00:00+00:00,8.096152598914795
catboost,2023-01-01,2023-01-01 07:00:00+00:00,7.825784853599248
catboost,2023-01-01,2023-01-01 08:00:00+00:00,7.353722931713708
catboost,2023-01-01,2023-01-01 09:00:00+00:00,6.972675092523425
catboost,2023-01-01,2023-01-01 10:00:00+00:00,6.282497016690631
catboost,2023-01-01,2023-01-01 11:00:00+00:00,6.038664582217706
catboost,2023-01-01,2023-01-01 12:00:00+00:00,6.166760472919953
catboost,2023-01-01,2023-01-01 13:00:00+00:00,4.001040190737053
catboost,2023-01-01,2023-01-01 14:00:00+00:00,6.04398618253548
catboost,2023-01-01,2023-01-01 15:00:00+00:00,10.256406557570992
catboost,2023-01-01,2023-01-01 16:00:00+00:00,13.419739890904326
catboost,2023-01-01,2023-01-01 17:00:00+00:00,16.149629073897437
catboost,2023-01-01,2023-01-01 18:00:00+00:00,16.570442790062867
catboost,2023-01-01,2023-01-01 19:00:00+00:00,15.29861753314163
catboost,2023-01-01,2023-01-01 20:00:00+00:00,13.259510430254194
catboost,2023-01-01,2023-01-01 21:00:00+00:00,14.28305532526059
catboost,2023-01-01,2023-01-01 22:00:00+00:00,10.928622569386498
catboost,2023-01-01,2023-01-01 23:00:00+00:00,25.9220807174804
catboost,2024-01-01,2024-01-01 00:00:00+00:00,2.6198409974923833
catboost,2024-01-01,2024-01-01 01:00:00+00:00,1.8155577247548704
catboost,2024-01-01,2024-01-01 02:00:00+00:00,1.4911377786145277
catboost,2024-01-01,2024-01-01 03:00:00+00:00,1.6393502176083654
catboost,2024-01-01,2024-01-01 04:00:00+00:00,2.6519605335761174
catboost,2024-01-01,2024-01-01 05:00:00+00:00,2.129659199746835
catboost,2024-01-01,2024-01-01 06:00:00+00:00,1.5386958134228301
catboost,2024-01-01,2024-01-01 07:00:00+00:00,1.8714081531724547
catboost,2024-01-01,2024-01-01 08:00:00+00:00,3.826580301099716
catboost,2024-01-01,2024-01-01 09:00:00+00:00,10.142182968812968
catboost,2024-01-01,2024-01-01 10:00:00+00:00,12.425137273919667
catboost,2024-01-01,2024-01-01 11:00:00+00:00,12.045180643899002
catboost,2024-01-01,2024-01-01 12:00:00+00:00,13.38458318665007
catboost,2024-01-01,2024-01-01 13:00:00+00:00,15.334583186650073
catboost,2024-01-01,2024-01-01 14:00:00+00:00,19.80077605497011
catboost,2024-01-01,2024-01-01 15:00:00+00:00,27.481287985661993
catboost,2024-01-01,2024-01-01 16:00:00+00:00,33.04697303603552
catboost,2024-01-01,2024-01-01 17:00:00+00:00,30.52302955905147
catboost,2024-01-01,2024-01-01 18:00:00+00:00,24.408141733529334
catboost,2024-01-01,2024-01-01 19:00:00+00:00,19.03343007713707
catboost,2024-01-01,2024-01-01 20:00:00+00:00,16.40065663523714
catboost,2024-01-01,2024-01-01 21:00:00+00:00,19.05652054534389
catboost,2024-01-01,2024-01-01 22:00:00+00:00,13.107264486970012
catboost,2024-01-01,2024-01-01 23:00:00+00:00,11.75072238579232
catboost,2025-01-01,2025-01-01 00:00:00+00:00,2.3344617427507433
catboost,2025-01-01,2025-01-01 01:00:00+00:00,2.3401319519152146
catboost,2025-01-01,2025-01-01 02:00:00+00:00,2.1581517949872158
catboost,2025-01-01,2025-01-01 03:00:00+00:00,1.9315331662624935
catboost,2025-01-01,2025-01-01 04:00:00+00:00,2.0596060498695654
catboost,2025-01-01,2025-01-01 05:00:00+00:00,2.4746540763872864
catboost,2025-01-01,2025-01-01 06:00:00+00:00,3.4379863432444964
catboost,2025-01-01,2025-01-01 07:00:00+00:00,2.9832812597048375
catboost,2025-01-01,2025-01-01 08:00:00+00:00,2.8539356930842263
catboost,2025-01-01,2025-01-01 09:00:00+00:00,3.2656852154486073
catboost,2025-01-01,2025-01-01 10:00:00+00:00,2.244680737570132
catboost,2025-01-01,2025-01-01 11:00:00+00:00,2.183734812191148
catboost,2025-01-01,2025-01-01 12:00:00+00:00,2.285050059627241
catboost,2025-01-01,2025-01-01 13:00:00+00:00,2.7648952698890708
catboost,2025-01-01,2025-01-01 14:00:00+00:00,3.3595681294188235
catboost,2025-01-01,2025-01-01 15:00:00+00:00,4.445151385687075
catboost,2025-01-01,2025-01-01 16:00:00+00:00,5.061818052353742
catboost,2025-01-01,2025-01-01 17:00:00+00:00,5.160424118242038
catboost,2025-01-01,2025-01-01 18:00:00+00:00,3.777613142539271
catboost,2025-01-01,2025-01-01 19:00:00+00:00,3.1120511568345415
catboost,2025-01-01,2025-01-01 20:00:00+00:00,3.407025136004279
catboost,2025-01-01,2025-01-01 21:00:00+00:00,4.37032898455853
catboost,2025-01-01,2025-01-01 22:00:00+00:00,3.8946316161398955
catboost,2025-01-01,2025-01-01 23:00:00+00:00,2.6549491141927724
chronos2,2023-01-01,2023-01-01 00:00:00+00:00,0.6089681516038464
chronos2,2023-01-01,2023-01-01 01:00:00+00:00,0.5367110490128223
chronos2,2023-01-01,2023-01-01 02:00:00+00:00,0.7903582955470858
chronos2,2023-01-01,2023-01-01 03:00:00+00:00,1.188074948063437
chronos2,2023-01-01,2023-01-01 04:00:00+00:00,1.355595306879314
chronos2,2023-01-01,2023-01-01 05:00:00+00:00,2.1962803149874133
chronos2,2023-01-01,2023-01-01 06:00:00+00:00,3.0195521183879053
chronos2,2023-01-01,2023-01-01 07:00:00+00:00,3.719522491305917
chronos2,2023-01-01,2023-01-01 08:00:00+00:00,5.054463524556149
chronos2,2023-01-01,2023-01-01 09:00:00+00:00,5.538573567961959
chronos2,2023-01-01,2023-01-01 10:00:00+00:00,5.631067793689277
chronos2,2023-01-01,2023-01-01 11:00:00+00:00,5.987701765151573
chronos2,2023-01-01,2023-01-01 12:00:00+00:00,6.309983612621539
chronos2,2023-01-01,2023-01-01 13:00:00+00:00,3.4083968247321277
chronos2,2023-01-01,2023-01-01 14:00:00+00:00,4.469701701982836
chronos2,2023-01-01,2023-01-01 15:00:00+00:00,8.619492609938499
chronos2,2023-01-01,2023-01-01 16:00:00+00:00,10.805838968953973
chronos2,2023-01-01,2023-01-01 17:00:00+00:00,14.286996285119274
chronos2,2023-01-01,2023-01-01 18:00:00+00:00,14.230187232705683
chronos2,2023-01-01,2023-01-01 19:00:00+00:00,14.478414802031557
chronos2,2023-01-01,2023-01-01 20:00:00+00:00,13.72607760011695
chronos2,2023-01-01,2023-01-01 21:00:00+00:00,19.891973819072568
chronos2,2023-01-01,2023-01-01 22:00:00+00:00,12.51716655638649
chronos2,2023-01-01,2023-01-01 23:00:00+00:00,40.15229470446361
chronos2,2024-01-01,2024-01-01 00:00:00+00:00,0.45238435924070225
chronos2,2024-01-01,2024-01-01 01:00:00+00:00,1.2716873514005946
chronos2,2024-01-01,2024-01-01 02:00:00+00:00,2.02033055929154
chronos2,2024-01-01,2024-01-01 03:00:00+00:00,2.325960856126818
chronos2,2024-01-01,2024-01-01 04:00:00+00:00,5.126039480138194
chronos2,2024-01-01,2024-01-01 05:00:00+00:00,5.195975805000001
chronos2,2024-01-01,2024-01-01 06:00:00+00:00,6.122918455644014
chronos2,2024-01-01,2024-01-01 07:00:00+00:00,7.034221634737503
chronos2,2024-01-01,2024-01-01 08:00:00+00:00,4.765301817311212
chronos2,2024-01-01,2024-01-01 09:00:00+00:00,2.361469419834005
chronos2,2024-01-01,2024-01-01 10:00:00+00:00,3.2753096576170733
chronos2,2024-01-01,2024-01-01 11:00:00+00:00,3.7139953847470815
chronos2,2024-01-01,2024-01-01 12:00:00+00:00,4.432633208542973
chronos2,2024-01-01,2024-01-01 13:00:00+00:00,5.607314082579951
chronos2,2024-01-01,2024-01-01 14:00:00+00:00,6.545855289408395
chronos2,2024-01-01,2024-01-01 15:00:00+00:00,9.539437614251485
chronos2,2024-01-01,2024-01-01 16:00:00+00:00,9.987743529542005
chronos2,2024-01-01,2024-01-01 17:00:00+00:00,9.493403720411314
chronos2,2024-01-01,2024-01-01 18:00:00+00:00,7.8149875762054135
chronos2,2024-01-01,2024-01-01 19:00:00+00:00,6.644678604491787
chronos2,2024-01-01,2024-01-01 20:00:00+00:00,5.2402008757006735
chronos2,2024-01-01,2024-01-01 21:00:00+00:00,6.279022392805949
chronos2,2024-01-01,2024-01-01 22:00:00+00:00,3.8813630795913814
chronos2,2024-01-01,2024-01-01 23:00:00+00:00,4.64691832529733
chronos2,2025-01-01,2025-01-01 00:00:00+00:00,0.7761289565913726
chronos2,2025-01-01,2025-01-01 01:00:00+00:00,0.9753497462707795
chronos2,2025-01-01,2025-01-01 02:00:00+00:00,0.8980580293827378
chronos2,2025-01-01,2025-01-01 03:00:00+00:00,1.2260120670800199
chronos2,2025-01-01,2025-01-01 04:00:00+00:00,1.7715727384051905
chronos2,2025-01-01,2025-01-01 05:00:00+00:00,4.572544319467436
chronos2,2025-01-01,2025-01-01 06:00:00+00:00,8.823612364882665
chronos2,2025-01-01,2025-01-01 07:00:00+00:00,11.198902145314998
chronos2,2025-01-01,2025-01-01 08:00:00+00:00,12.890538731207938
chronos2,2025-01-01,2025-01-01 09:00:00+00:00,12.20614783455612
chronos2,2025-01-01,2025-01-01 10:00:00+00:00,12.483790556369243
chronos2,2025-01-01,2025-01-01 11:00:00+00:00,11.792513077935064
chronos2,2025-01-01,2025-01-01 12:00:00+00:00,12.599774396243019
chronos2,2025-01-01,2025-01-01 13:00:00+00:00,10.51328727016431
chronos2,2025-01-01,2025-01-01 14:00:00+00:00,6.12069403377638
chronos2,2025-01-01,2025-01-01 15:00:00+00:00,4.414984797006819
chronos2,2025-01-01,2025-01-01 16:00:00+00:00,4.584499360111377
chronos2,2025-01-01,2025-01-01 17:00:00+00:00,4.263228008615978
chronos2,2025-01-01,2025-01-01 18:00:00+00:00,5.765342462503001
chronos2,2025-01-01,2025-01-01 19:00:00+00:00,4.613290683489386
chronos2,2025-01-01,2025-01-01 20:00:00+00:00,4.159641515896392
chronos2,2025-01-01,2025-01-01 21:00:00+00:00,1.7708845500609687
chronos2,2025-01-01,2025-01-01 22:00:00+00:00,2.0352193797903255
chronos2,2025-01-01,2025-01-01 23:00:00+00:00,2.215113647391227
